application_id,citizen_id,scheme_id,application_date,declared_income,declared_land_area,document_count,application_status,previous_application,duplicate_identity_flag,income_mismatch_flag,land_mismatch_flag,multiple_scheme_flag,fraud_label,income_deviation_pct,land_deviation_pct,application_frequency,days_since_previous_application,scheme_claim_count,benefit_overlap_count,document_completeness,citizen_data_consistency,application_consistency_score,suspicious_pattern_score
APP10346,CIT10022,SCH007,2025-06-13,196457,0.0,5,Submitted,False,0,0,0,0,0,3.44,0.0,1,-1,1,1,1.0,97.16,100.0,0
APP10347,CIT10427,SCH008,2025-06-14,64073,0.0,4,Submitted,False,0,0,0,0,0,1.66,0.0,1,-1,1,1,1.0,97.73,99.45,1
APP10348,CIT10467,SCH001,2025-06-14,97546,0.07,4,Under Review,True,0,0,0,1,0,0.65,7.0,2,16,2,2,1.0,94.87,100.0,8
APP10349,CIT10465,SCH009,2025-06-15,90972,0.19,3,Submitted,True,0,0,0,1,1,6.0,5.56,2,93,4,4,1.0,95.69,99.36,16
APP10350,CIT10472,SCH004,2025-06-15,15088,0.22,4,Under Review,True,0,0,0,0,0,3.38,0.0,2,82,2,1,1.0,97.51,100.0,0
APP10351,CIT10420,SCH008,2025-06-16,183422,0.0,4,Submitted,False,0,0,0,0,0,1.33,0.0,1,-1,1,1,1.0,97.64,97.57,0
APP10352,CIT10096,SCH010,2025-06-16,180053,0.0,5,Under Review,True,0,0,0,0,0,1.5,0.0,2,146,2,1,1.0,99.99,98.6,0
APP10353,CIT10122,SCH007,2025-06-16,30752,1.35,3,Under Review,True,0,1,0,1,1,73.66,0.75,5,25,5,5,0.75,66.72,83.5,42
APP10354,CIT10250,SCH010,2025-06-17,23552,0.96,3,Submitted,False,0,1,0,0,1,48.58,4.35,1,-1,1,0,1.0,77.85,100.0,22
APP10355,CIT10494,SCH007,2025-06-17,32197,2.01,4,Under Review,False,0,0,0,0,0,0.51,0.99,1,-1,1,1,1.0,100.0,100.0,0
APP10356,CIT10379,SCH002,2025-06-18,233900,0.0,5,Under Review,False,0,0,0,0,0,2.74,0.0,1,-1,1,1,1.0,97.29,97.73,0
APP10357,CIT10308,SCH001,2025-06-18,23877,0.2,5,Submitted,True,0,0,0,1,0,3.1,0.0,2,153,2,2,1.0,97.54,97.68,1
APP10358,CIT10420,SCH004,2025-06-19,179166,0.0,5,Submitted,True,0,0,0,1,0,1.02,0.0,2,3,2,2,1.0,97.8,68.15,22
APP10359,CIT10412,SCH012,2025-06-19,259448,0.38,5,Submitted,True,0,0,0,1,0,0.49,2.56,2,24,2,2,1.0,97.82,99.71,6
APP10360,CIT10334,SCH002,2025-06-20,27642,0.0,5,Submitted,False,0,0,0,0,0,3.21,0.0,1,-1,1,1,1.0,98.86,100.0,0
APP10361,CIT10442,SCH008,2025-06-20,24340,3.03,3,Approved,False,0,0,0,0,0,2.19,0.33,1,-1,1,1,0.75,99.51,82.95,0
APP10362,CIT10420,SCH010,2025-06-21,186089,0.0,4,Submitted,True,1,0,0,1,0,2.81,0.0,3,2,3,2,1.0,97.07,72.91,30
APP10363,CIT10326,SCH007,2025-06-21,16807,0.0,3,Under Review,False,0,0,0,0,0,2.99,0.0,1,-1,1,1,0.75,99.26,85.21,3
APP10364,CIT10137,SCH008,2025-06-22,69193,3.67,3,Submitted,True,0,0,0,0,0,3.92,5.66,2,145,2,1,0.75,95.7,83.88,6
APP10365,CIT10277,SCH011,2025-06-22,23672,1.02,4,Submitted,False,0,0,0,0,0,0.09,2.86,1,-1,1,0,1.0,100.0,100.0,0
APP10366,CIT10320,SCH006,2025-06-23,89516,4.89,4,Submitted,False,0,0,0,0,0,3.13,6.5,1,-1,1,1,1.0,94.6,98.59,1
APP10367,CIT10332,SCH001,2025-06-23,11716,0.0,5,Approved,True,0,0,0,1,0,2.37,0.0,2,100,2,2,1.0,100.0,97.63,0
APP10368,CIT10061,SCH012,2025-06-24,28691,0.36,5,Approved,False,0,0,0,0,0,0.6,2.86,1,-1,1,1,1.0,100.0,98.43,0
APP10369,CIT10250,SCH009,2025-06-24,45179,0.89,4,Under Review,True,0,0,0,0,0,1.37,3.26,2,7,2,1,1.0,99.47,97.15,1
APP10370,CIT10478,SCH006,2025-06-25,85224,8.98,4,Submitted,True,0,0,1,1,1,3.27,64.17,2,18,2,2,1.0,69.4,98.64,16
APP10371,CIT10095,SCH012,2025-06-25,95020,1.29,5,Submitted,False,0,0,0,0,0,1.43,1.57,1,-1,1,1,1.0,97.11,99.01,2
APP10372,CIT10296,SCH010,2025-06-25,46531,0.0,3,Approved,False,0,0,0,0,0,2.08,0.0,1,-1,1,0,1.0,99.29,100.0,0
APP10373,CIT10184,SCH001,2025-06-26,82890,0.08,5,Under Review,False,0,0,0,0,0,0.1,0.0,1,-1,1,1,1.0,97.98,100.0,2
APP10374,CIT10260,SCH001,2025-06-26,51852,1.84,3,Under Review,True,0,0,0,0,0,0.26,2.13,3,74,2,1,0.75,99.55,87.22,2
APP10375,CIT10287,SCH008,2025-06-27,11826,0.0,4,Under Review,True,0,0,0,1,0,1.45,0.0,2,125,2,2,1.0,98.92,100.0,4
APP10376,CIT10155,SCH006,2025-06-27,30339,5.95,5,Approved,False,0,0,0,0,0,2.61,1.54,1,-1,1,1,1.0,96.15,97.0,0
APP10377,CIT10186,SCH008,2025-06-28,70102,0.0,3,Approved,True,0,0,0,0,0,3.51,0.0,2,19,2,1,0.75,97.76,84.35,1
APP10378,CIT10409,SCH008,2025-06-28,320260,0.0,5,Approved,True,0,0,0,1,0,3.9,0.0,2,31,2,2,1.0,98.2,100.0,1
APP10379,CIT10069,SCH011,2025-06-29,46531,1.53,4,Under Review,True,0,0,0,0,0,1.97,2.0,2,105,2,1,1.0,97.05,100.0,0
APP10380,CIT10326,SCH008,2025-06-29,16164,0.0,4,Approved,True,0,0,0,1,0,0.95,0.0,2,8,2,2,1.0,98.01,100.0,6
APP10381,CIT10261,SCH010,2025-06-30,100784,0.2,4,Approved,True,0,0,0,1,0,2.11,0.0,4,122,3,2,1.0,100.0,100.0,10
APP10382,CIT10115,SCH007,2025-06-30,18744,0.19,3,Submitted,True,0,0,1,1,0,0.53,36.67,3,70,3,3,0.75,81.75,83.69,27
APP10383,CIT10347,SCH007,2025-07-01,42014,1.19,5,Submitted,False,0,0,0,0,0,15.73,0.85,1,-1,1,1,1.0,94.04,100.0,5
APP10384,CIT10008,SCH010,2025-07-01,221500,2.49,4,Under Review,True,0,0,0,0,0,10.02,2.05,2,54,2,1,1.0,93.54,100.0,7
APP10385,CIT10265,SCH004,2025-07-02,22935,0.27,4,Approved,True,0,0,0,1,0,3.57,0.0,2,143,2,2,1.0,97.97,100.0,3
APP10386,CIT10271,SCH009,2025-07-02,44937,3.76,3,Under Review,True,0,0,0,1,0,0.23,0.8,2,67,2,2,1.0,99.71,97.1,0
APP10387,CIT10484,SCH012,2025-07-03,31794,5.61,4,Approved,False,0,0,0,0,0,12.29,1.58,1,-1,1,1,1.0,95.75,100.0,10
APP10388,CIT10249,SCH002,2025-07-03,50294,0.37,4,Approved,False,0,0,0,0,0,1.62,2.78,1,-1,1,1,1.0,96.96,99.26,15
APP10389,CIT10105,SCH011,2025-07-04,64745,0.39,5,Under Review,False,0,0,0,0,0,0.47,2.63,1,-1,1,0,1.0,96.83,98.23,4
APP10390,CIT10263,SCH009,2025-07-04,12426,0.0,3,Approved,True,0,0,0,1,0,3.55,0.0,3,135,3,3,1.0,99.98,100.0,13
APP10391,CIT10224,SCH010,2025-07-04,161345,3.82,4,Under Review,True,0,0,0,0,0,3.1,0.26,2,39,2,1,1.0,97.68,100.0,1
APP10392,CIT10328,SCH003,2025-07-05,10931,2.95,4,Under Review,True,0,0,0,1,0,8.91,0.34,2,142,2,2,1.0,96.27,99.33,8
APP10393,CIT10495,SCH002,2025-07-05,91304,0.25,5,Submitted,True,0,0,1,1,0,1.2,92.31,2,176,2,2,1.0,59.69,100.0,27
APP10394,CIT10371,SCH004,2025-07-06,207196,0.0,5,Submitted,True,0,0,0,1,0,0.51,0.0,2,62,2,2,1.0,99.57,98.68,2
APP10395,CIT10271,SCH005,2025-07-06,45563,3.63,5,Under Review,True,0,0,0,1,0,1.16,2.68,3,4,3,3,1.0,98.78,100.0,13
APP10396,CIT10165,SCH002,2025-07-07,27748,0.19,5,Approved,False,0,0,0,0,0,4.74,0.0,1,-1,1,1,1.0,96.77,100.0,1
APP10397,CIT10083,SCH001,2025-07-07,13721,0.0,4,Approved,True,0,0,0,0,0,3.19,0.0,2,111,2,1,1.0,99.15,97.79,3
APP10398,CIT10295,SCH010,2025-07-08,334074,3.06,4,Approved,False,0,0,0,0,0,2.88,0.97,1,-1,1,0,1.0,96.45,100.0,0
APP10399,CIT10134,SCH011,2025-07-08,69395,0.2,4,Submitted,True,0,0,0,0,0,3.46,0.0,2,147,2,1,1.0,98.86,98.82,5
APP10400,CIT10211,SCH005,2025-07-09,210452,0.0,3,Submitted,False,0,0,0,0,0,0.88,0.0,1,-1,1,1,0.75,98.96,84.47,0
APP10401,CIT10313,SCH009,2025-07-09,22499,0.18,4,Under Review,True,0,0,0,1,0,3.3,18.0,2,92,2,2,1.0,91.56,100.0,5
APP10402,CIT10092,SCH012,2025-07-10,143977,0.0,4,Approved,True,0,0,0,1,0,3.65,0.0,2,43,2,2,1.0,97.88,100.0,2
APP10403,CIT10337,SCH012,2025-07-10,29760,1.88,4,Under Review,True,0,0,0,1,0,0.26,1.08,2,27,2,2,1.0,100.0,100.0,3
APP10404,CIT10490,SCH005,2025-07-11,12473,1.92,3,Submitted,False,0,0,0,0,0,3.94,3.03,1,-1,1,1,0.75,96.14,83.17,4
APP10405,CIT10403,SCH012,2025-07-11,162883,0.0,4,Submitted,True,0,0,0,1,0,3.27,0.0,2,94,2,2,1.0,99.05,99.32,3
APP10406,CIT10127,SCH011,2025-07-12,11801,0.09,4,Under Review,True,0,0,0,1,0,1.66,0.0,3,36,3,2,1.0,99.77,100.0,16
APP10407,CIT10191,SCH010,2025-07-12,71215,0.0,5,Submitted,False,0,0,0,0,0,0.76,0.0,1,-1,1,0,1.0,100.0,100.0,0
APP10408,CIT10159,SCH009,2025-07-13,12893,1.53,4,Submitted,False,0,0,0,0,0,7.44,1.92,1,-1,1,1,1.0,96.77,100.0,4
APP10409,CIT10331,SCH012,2025-07-13,64258,4.2,5,Under Review,True,0,0,0,1,0,0.93,4.74,6,46,3,2,1.0,98.44,99.07,17
APP10410,CIT10335,SCH010,2025-07-13,30480,0.98,5,Submitted,False,0,0,0,0,0,2.25,2.97,1,-1,1,0,1.0,95.69,100.0,3
APP10411,CIT10010,SCH006,2025-07-14,84482,0.0,5,Under Review,True,0,0,0,1,0,2.75,0.0,3,82,3,3,1.0,98.26,97.1,16
APP10412,CIT10107,SCH003,2025-07-14,58027,0.84,5,Under Review,False,0,0,0,0,0,0.55,9.09,1,-1,1,1,1.0,95.32,99.52,3
APP10413,CIT10087,SCH004,2025-07-15,137169,0.0,5,Approved,True,0,0,0,1,0,3.59,0.0,2,58,2,2,1.0,97.21,97.24,0
APP10414,CIT10067,SCH004,2025-07-15,90949,0.0,3,Submitted,False,0,0,0,0,0,8.95,0.0,1,-1,1,1,0.75,95.62,84.89,5
APP10415,CIT10062,SCH001,2025-07-16,14815,4.97,5,Submitted,True,0,0,0,1,0,2.36,0.2,2,39,2,2,1.0,100.0,98.43,1
APP10416,CIT10387,SCH003,2025-07-16,36214,0.2,5,Approved,True,0,0,0,0,0,1.42,0.0,2,121,2,1,1.0,99.62,99.41,1
APP10417,CIT10146,SCH003,2025-07-17,20620,0.0,4,Under Review,False,0,0,0,0,0,1.94,0.0,1,-1,1,1,1.0,99.86,98.62,2
APP10418,CIT10153,SCH001,2025-07-17,166314,0.0,4,Approved,True,0,0,0,0,0,1.67,0.0,2,51,1,1,1.0,98.45,100.0,5
APP10419,CIT10107,SCH009,2025-07-18,57200,0.78,3,Approved,True,0,0,0,1,0,1.96,1.3,2,4,2,2,1.0,100.0,100.0,5
APP10420,CIT10148,SCH011,2025-07-18,92939,0.0,5,Submitted,True,0,0,0,1,0,2.77,0.0,3,78,3,2,1.0,97.05,100.0,21
APP10421,CIT10186,SCH001,2025-07-19,81488,0.0,4,Submitted,True,0,0,0,1,0,12.16,0.0,3,21,3,2,1.0,92.8,99.89,23
APP10422,CIT10349,SCH009,2025-07-19,228956,0.0,4,Under Review,False,0,0,0,0,0,1.26,0.0,1,-1,1,1,1.0,100.0,98.08,0
APP10423,CIT10342,SCH001,2025-07-20,28602,0.0,4,Under Review,False,0,0,0,0,0,2.32,0.0,1,-1,1,1,1.0,99.55,100.0,0
APP10424,CIT10178,SCH002,2025-07-20,32380,0.0,4,Submitted,True,0,0,0,1,0,3.75,0.0,2,41,2,2,1.0,96.7,99.6,0
APP10425,CIT10377,SCH002,2025-07-21,34099,0.47,4,Under Review,False,0,0,0,0,0,1.71,0.0,1,-1,1,1,1.0,98.71,100.0,0
APP10426,CIT10335,SCH006,2025-07-21,30715,1.02,4,Approved,True,0,0,0,0,0,3.04,0.99,2,8,2,1,1.0,99.68,100.0,5
APP10427,CIT10487,SCH007,2025-07-22,28152,1.96,2,Under Review,False,0,1,0,0,1,52.45,2.62,1,-1,1,1,0.5,75.44,70.79,47
APP10428,CIT10266,SCH011,2025-07-22,43774,0.0,4,Under Review,False,0,0,0,0,0,3.69,0.0,1,-1,1,0,1.0,96.98,99.46,6
APP10429,CIT10149,SCH001,2025-07-23,11545,0.0,4,Approved,False,0,0,0,0,0,3.79,0.0,1,-1,1,1,1.0,98.9,100.0,7
APP10430,CIT10247,SCH003,2025-07-23,13709,0.0,1,Under Review,True,1,0,0,1,1,6.54,0.0,3,0,3,3,0.25,97.83,27.5,61
APP10431,CIT10254,SCH002,2025-07-23,75972,2.12,2,Under Review,False,1,0,0,0,1,4.91,3.92,1,1,1,1,0.5,97.64,42.45,49
APP10432,CIT10500,SCH008,2025-07-24,19407,3.78,5,Under Review,False,0,0,0,0,0,1.61,1.82,1,-1,1,1,1.0,99.43,97.63,9
APP10433,CIT10029,SCH009,2025-07-24,45536,0.0,4,Under Review,False,0,0,0,0,0,1.01,0.0,1,-1,1,1,1.0,97.72,99.19,1
APP10434,CIT10352,SCH002,2025-07-25,112349,0.0,3,Approved,True,0,0,0,1,0,0.51,0.0,3,146,3,2,0.75,100.0,85.85,13
APP10435,CIT10266,SCH002,2025-07-25,41254,0.0,5,Submitted,True,0,0,0,0,0,2.28,0.0,2,3,2,1,1.0,97.78,70.14,26
APP10436,CIT10013,SCH010,2025-07-26,100422,0.0,3,Approved,True,0,0,0,0,0,3.62,0.0,2,98,2,1,1.0,97.67,97.3,2
APP10437,CIT10047,SCH009,2025-07-26,11983,0.39,5,Submitted,False,0,0,0,0,0,0.14,0.0,1,-1,1,1,1.0,100.0,98.63,2
APP10438,CIT10151,SCH004,2025-07-27,62615,1.52,5,Submitted,False,0,0,0,0,0,3.23,0.0,1,-1,1,1,1.0,96.85,99.09,3
APP10439,CIT10050,SCH005,2025-07-27,11998,0.0,4,Submitted,True,0,0,0,1,0,0.02,0.0,3,93,3,3,1.0,98.55,98.95,19
APP10440,CIT10215,SCH011,2025-07-28,116359,9.51,3,Approved,False,0,0,1,0,1,4.41,170.17,1,-1,1,0,0.75,53.28,82.04,29
APP10441,CIT10479,SCH009,2025-07-28,11671,0.0,5,Submitted,False,0,0,0,0,0,2.74,0.0,1,-1,1,1,1.0,98.16,100.0,3
APP10442,CIT10132,SCH006,2025-07-29,36043,0.0,4,Submitted,True,0,0,0,0,0,0.91,0.0,2,130,1,1,1.0,97.71,99.37,1
APP10443,CIT10372,SCH010,2025-07-29,43947,3.88,4,Submitted,False,0,0,0,0,0,2.05,0.52,1,-1,1,0,1.0,98.81,100.0,4
APP10444,CIT10113,SCH012,2025-07-30,20900,0.17,4,Approved,True,0,0,0,0,0,2.26,0.0,3,152,2,1,1.0,99.65,97.48,2
APP10445,CIT10252,SCH009,2025-07-30,74774,0.6,3,Approved,True,0,0,0,1,1,11.37,1.69,5,3,2,2,1.0,93.44,69.96,21
APP10446,CIT10451,SCH009,2025-07-31,36769,1.55,4,Approved,False,0,0,0,0,0,1.9,1.27,1,-1,1,1,1.0,97.83,99.25,7
APP10447,CIT10341,SCH007,2025-07-31,116072,0.0,4,Under Review,True,0,0,0,1,0,16.28,0.0,3,80,3,2,1.0,90.88,98.53,24
APP10448,CIT10053,SCH012,2025-08-01,114048,1.84,4,Approved,False,0,0,0,0,0,0.0,2.22,1,-1,1,1,1.0,99.07,100.0,1
APP10449,CIT10130,SCH010,2025-08-01,47576,0.74,2,Under Review,True,0,0,0,1,1,4.44,2.78,2,73,3,2,0.67,96.64,81.29,12
APP10450,CIT10324,SCH009,2025-08-01,114101,0.2,5,Under Review,True,0,0,0,1,0,0.15,4.76,2,126,2,2,1.0,96.5,100.0,0
APP10451,CIT10193,SCH005,2025-08-02,288759,4.31,4,Under Review,False,0,0,0,0,0,0.51,2.38,1,-1,1,1,1.0,99.6,100.0,3
APP10452,CIT10079,SCH005,2025-08-02,13961,0.81,4,Under Review,True,0,0,0,1,0,0.67,1.22,3,115,3,2,1.0,97.44,99.99,26
APP10453,CIT10057,SCH012,2025-08-03,126020,0.0,5,Submitted,False,0,0,0,0,0,3.64,0.0,1,-1,1,1,1.0,99.19,99.02,1
APP10454,CIT10097,SCH008,2025-08-03,17909,0.0,2,Approved,True,0,1,0,1,1,78.41,0.0,2,91,2,2,0.5,65.52,71.97,58
APP10455,CIT10198,SCH010,2025-08-04,23340,0.84,4,Under Review,False,0,0,0,0,0,1.78,21.74,1,-1,1,0,1.0,91.04,99.24,8
APP10456,CIT10135,SCH004,2025-08-04,32724,11.53,4,Under Review,True,0,0,1,0,1,4.38,66.14,3,142,2,1,1.0,67.09,100.0,20
APP10457,CIT10147,SCH009,2025-08-05,67357,0.14,2,Approved,False,1,0,0,0,1,7.5,6.67,1,1,1,1,0.67,91.74,50.64,24
APP10458,CIT10172,SCH007,2025-08-05,221063,0.0,5,Under Review,True,0,0,0,1,0,0.74,0.0,2,132,2,2,1.0,100.0,100.0,2
APP10459,CIT10063,SCH007,2025-08-06,112269,0.0,5,Approved,False,0,0,0,0,0,1.3,0.0,1,-1,1,1,1.0,97.48,100.0,3
APP10460,CIT10065,SCH003,2025-08-06,22244,0.26,4,Under Review,False,0,0,0,0,0,1.5,26.0,1,-1,1,1,1.0,87.41,98.87,6
APP10461,CIT10295,SCH004,2025-08-07,319450,3.12,4,Approved,True,0,0,0,0,0,1.62,0.97,2,30,2,1,1.0,100.0,97.1,0
APP10462,CIT10211,SCH007,2025-08-07,205378,0.0,4,Under Review,True,0,0,0,1,0,3.27,0.0,2,29,2,2,1.0,98.54,100.0,4
APP10463,CIT10109,SCH011,2025-08-08,35840,0.26,4,Approved,True,0,0,0,0,0,0.48,0.0,2,143,2,1,1.0,99.88,97.05,6
APP10464,CIT10282,SCH011,2025-08-08,21676,1.05,5,Approved,False,0,0,0,0,0,3.45,2.94,1,-1,1,0,1.0,96.27,97.94,0
APP10465,CIT10172,SCH005,2025-08-09,211754,0.0,5,Submitted,True,0,0,0,1,0,3.5,0.0,3,4,3,3,1.0,99.08,100.0,14
APP10466,CIT10012,SCH012,2025-08-09,18720,0.0,3,Under Review,True,1,0,0,1,1,0.79,0.0,2,2,2,2,0.75,100.0,52.98,24
APP10467,CIT10406,SCH003,2025-08-10,159271,2.23,4,Submitted,True,0,0,0,1,0,1.86,12.06,2,216,2,2,1.0,93.0,97.98,8
APP10468,CIT10333,SCH001,2025-08-10,108887,0.0,4,Submitted,True,0,0,0,1,0,2.02,0.0,3,67,3,3,1.0,100.0,97.21,14
APP10469,CIT10220,SCH007,2025-08-10,190495,0.0,1,Under Review,True,0,0,0,1,1,13.18,0.0,2,89,2,2,0.25,95.9,52.5,21
APP10470,CIT10398,SCH006,2025-08-11,116174,0.01,5,Approved,True,0,0,0,1,0,0.23,0.0,4,144,3,3,1.0,100.0,100.0,18
APP10471,CIT10342,SCH010,2025-08-11,28030,0.0,4,Approved,True,0,0,0,0,0,0.27,0.0,2,22,2,1,1.0,99.06,100.0,4
APP10472,CIT10286,SCH007,2025-08-12,70832,3.95,3,Approved,False,0,0,0,0,0,1.19,2.33,1,-1,1,1,0.75,99.04,86.75,3
APP10473,CIT10172,SCH002,2025-08-12,203376,0.0,5,Under Review,True,0,0,0,1,0,7.32,0.0,4,3,4,4,1.0,94.99,69.83,37
APP10474,CIT10468,SCH012,2025-08-13,71373,4.64,3,Approved,True,0,0,1,0,1,1.83,464.0,2,98,2,1,0.75,54.99,82.82,33
APP10475,CIT10236,SCH004,2025-08-13,12351,5.0,5,Approved,True,0,0,0,1,0,2.93,0.79,4,105,3,2,1.0,99.19,100.0,20
APP10476,CIT10475,SCH002,2025-08-14,171659,0.0,3,Under Review,False,0,0,0,0,0,1.67,0.0,1,-1,1,1,0.75,100.0,86.4,0
APP10477,CIT10166,SCH008,2025-08-14,74861,2.18,3,Under Review,True,0,0,0,1,1,2.56,3.32,2,65,5,4,0.75,96.65,85.1,13
APP10478,CIT10187,SCH007,2025-08-15,60179,1.58,3,Submitted,False,0,0,0,0,0,0.13,2.47,1,-1,1,1,0.75,100.0,85.53,14
APP10479,CIT10170,SCH001,2025-08-15,26757,0.0,4,Submitted,False,0,0,0,0,0,2.64,0.0,1,-1,1,1,1.0,97.36,100.0,6
APP10480,CIT10052,SCH002,2025-08-16,12057,0.0,5,Approved,False,0,0,0,0,0,0.47,0.0,1,-1,1,1,1.0,100.0,97.46,3
APP10481,CIT10319,SCH002,2025-08-16,103557,0.0,2,Under Review,False,0,0,0,0,1,1.85,0.0,1,-1,1,1,0.5,100.0,72.1,21
APP10482,CIT10189,SCH004,2025-08-17,11828,0.3,3,Under Review,True,0,0,0,1,0,1.43,0.0,3,139,2,2,0.75,98.85,86.44,0
APP10483,CIT10120,SCH003,2025-08-17,45959,0.0,2,Approved,True,1,0,0,0,1,1.65,0.0,5,0,2,1,0.5,99.37,42.76,49
APP10484,CIT10105,SCH001,2025-08-18,66932,0.39,4,Under Review,True,0,0,0,0,0,2.89,2.63,2,45,2,1,1.0,96.85,97.21,3
APP10485,CIT10162,SCH012,2025-08-18,30722,5.16,5,Under Review,True,0,0,0,0,0,9.11,2.38,2,167,1,1,1.0,96.14,100.0,5
APP10486,CIT10295,SCH002,2025-08-19,328643,3.01,4,Submitted,True,0,0,0,1,0,1.21,2.59,3,12,3,2,1.0,98.46,98.65,17
APP10487,CIT10041,SCH011,2025-08-19,21798,0.0,4,Submitted,True,0,0,0,0,0,0.59,0.0,2,198,2,1,1.0,100.0,100.0,0
APP10488,CIT10377,SCH009,2025-08-19,34835,0.47,4,Approved,True,0,0,0,1,0,3.9,0.0,2,29,2,2,1.0,99.45,100.0,8
APP10489,CIT10364,SCH001,2025-08-20,73290,0.0,4,Under Review,False,0,0,0,0,0,2.13,0.0,1,-1,1,1,1.0,98.86,100.0,6
APP10490,CIT10165,SCH009,2025-08-20,27194,0.19,4,Approved,True,0,0,0,1,0,2.65,0.0,2,44,2,2,1.0,99.0,100.0,4
APP10491,CIT10321,SCH007,2025-08-21,145958,0.0,4,Submitted,True,0,0,0,1,0,3.77,0.0,2,231,2,2,1.0,97.26,97.03,2
APP10492,CIT10374,SCH002,2025-08-21,49360,0.74,4,Submitted,True,0,0,0,1,1,1.04,1.33,2,173,5,4,1.0,100.0,100.0,8
APP10493,CIT10335,SCH002,2025-08-22,30982,0.77,3,Under Review,True,0,0,0,1,0,3.93,23.76,3,32,3,2,0.75,88.41,84.11,22
APP10494,CIT10160,SCH005,2025-08-22,53074,4.63,2,Under Review,True,0,0,1,0,1,3.97,463.0,2,226,2,1,0.5,54.38,70.4,54
APP10495,CIT10264,SCH005,2025-08-23,27419,0.0,1,Submitted,False,1,0,0,0,1,0.23,0.0,1,1,1,1,0.25,99.41,22.82,52
APP10496,CIT10353,SCH004,2025-08-23,21513,0.18,4,Submitted,False,0,0,0,0,0,3.99,0.0,1,-1,1,1,1.0,97.26,98.44,3
APP10497,CIT10018,SCH012,2025-08-24,38873,0.0,4,Approved,True,0,0,0,1,0,16.18,0.0,5,82,4,3,1.0,93.96,100.0,20
APP10498,CIT10173,SCH010,2025-08-24,7285,0.2,3,Submitted,False,0,1,0,0,1,74.1,4.76,1,-1,1,0,1.0,64.74,100.0,28
APP10499,CIT10477,SCH010,2025-08-25,43126,0.82,5,Submitted,False,0,0,0,0,0,1.96,0.0,1,-1,1,0,1.0,98.05,99.71,0
APP10500,CIT10352,SCH012,2025-08-25,115023,0.0,4,Approved,True,0,0,0,1,0,1.86,0.0,4,31,4,3,1.0,98.69,99.89,16
APP10501,CIT10033,SCH003,2025-08-26,314634,0.0,5,Approved,True,0,0,0,1,0,1.11,0.0,2,144,2,2,1.0,98.29,100.0,5
APP10502,CIT10261,SCH004,2025-08-26,95382,0.2,5,Submitted,True,0,0,0,1,0,3.36,0.0,5,57,4,3,1.0,99.35,100.0,13
APP10503,CIT10210,SCH010,2025-08-27,27161,0.97,5,Submitted,True,0,0,0,0,0,0.32,0.0,2,172,2,1,1.0,99.05,100.0,0
APP10504,CIT10496,SCH004,2025-08-27,114508,0.0,5,Approved,True,0,0,0,1,0,0.47,0.0,2,119,2,2,1.0,98.3,99.21,0
APP10505,CIT10383,SCH002,2025-08-28,11720,0.68,5,Approved,False,0,0,0,0,0,3.59,1.45,1,-1,1,1,1.0,97.31,100.0,0
APP10506,CIT10330,SCH005,2025-08-28,209009,0.35,3,Approved,True,0,0,0,1,0,0.54,0.0,3,78,3,2,0.75,100.0,82.87,16
APP10507,CIT10382,SCH005,2025-08-29,19162,0.2,3,Submitted,False,0,0,0,0,0,0.15,0.0,1,-1,1,1,0.75,99.33,86.31,0
APP10508,CIT10164,SCH005,2025-08-29,26178,6.87,5,Under Review,False,0,0,0,0,0,2.58,2.83,1,-1,1,1,1.0,98.04,100.0,5
APP10509,CIT10481,SCH011,2025-08-29,12065,0.0,3,Under Review,False,0,0,0,0,0,0.54,0.0,1,-1,1,0,0.75,99.92,84.7,0
APP10510,CIT10407,SCH011,2025-08-30,123934,0.21,3,Submitted,False,0,0,0,0,0,2.55,0.0,1,-1,1,0,0.75,99.83,84.92,0
APP10511,CIT10424,SCH010,2025-08-30,21896,3.47,2,Submitted,True,0,1,0,0,1,78.95,1.76,2,113,2,0,0.67,63.16,82.14,30
APP10512,CIT10005,SCH001,2025-08-31,207921,0.0,4,Submitted,True,0,0,0,1,0,1.26,0.0,2,140,2,2,1.0,97.99,98.61,1
APP10513,CIT10034,SCH006,2025-08-31,78201,0.05,4,Under Review,False,0,0,0,0,0,2.38,0.0,1,-1,1,1,1.0,99.26,97.23,0
APP10514,CIT10280,SCH011,2025-09-01,122742,0.52,2,Under Review,False,1,0,0,0,1,5.74,0.0,1,1,1,0,0.5,99.32,39.7,49
APP10515,CIT10145,SCH002,2025-09-01,48013,0.06,3,Under Review,False,0,1,0,0,1,49.09,0.0,1,-1,1,1,0.75,78.02,84.27,27
APP10516,CIT10351,SCH007,2025-09-02,14568,11.99,4,Under Review,False,0,0,0,0,0,0.9,2.92,1,-1,1,1,1.0,98.86,97.82,0
APP10517,CIT10071,SCH004,2025-09-02,11278,0.0,2,Submitted,True,0,0,0,1,1,6.02,0.0,2,148,4,5,0.5,98.74,72.92,47
APP10518,CIT10465,SCH005,2025-09-03,98695,0.18,4,Approved,True,0,0,0,1,0,1.98,0.0,3,80,3,3,1.0,100.0,99.88,8
APP10519,CIT10348,SCH005,2025-09-03,30050,6.82,4,Under Review,True,0,0,0,1,0,0.65,5.41,3,97,3,2,1.0,96.94,100.0,16
