citizen_id,age,gender,annual_income,occupation,land_area,family_size,education_level,disability_status,marital_status,employment_status,village,existing_scheme_count,bank_account,ration_card,aadhaar_verified,housing_condition,health_condition,farmer_status,senior_citizen,previous_benefit_received
CIT10364,27,Male,74883,Agricultural Laborer,0.0,3,Primary,False,Widowed,Seasonal,Sundarpuram,0,True,PHH,True,Pucca,Good,False,False,False
CIT10365,51,Male,16898,Farmer,0.0,2,Primary,False,Married,Employed,Keeranur,0,True,NPHH,True,Kutcha,Good,False,False,False
CIT10366,69,Female,77625,Student,2.5,5,Illiterate,False,Single,Employed,Chinnamanur,2,True,PHH,True,Pucca,Good,True,True,False
CIT10367,27,Male,73439,Unemployed,2.79,4,Secondary,False,Widowed,Employed,Chinnamanur,1,True,AAY,True,Semi-Pucca,Good,True,False,True
CIT10368,36,Male,40781,Student,1.24,3,Higher Secondary,False,Single,Unemployed,Chinnamanur,1,True,NPHH,True,Pucca,Good,True,False,True
CIT10369,75,Male,79819,Student,0.0,3,Higher Secondary,False,Married,Employed,Sundarpuram,2,True,AAY,True,Kutcha,Minor Ailment,False,True,False
CIT10370,18,Female,14635,Agricultural Laborer,0.0,4,Primary,False,Single,Unemployed,Kovilpatti,1,True,PHH,True,Pucca,Good,False,False,True
CIT10371,21,Female,206144,Student,0.0,3,Secondary,False,Married,Unemployed,Vadapalani,2,True,PHH,True,Pucca,Good,False,False,False
CIT10372,33,Male,44867,Agricultural Laborer,3.86,6,Illiterate,True,Married,Self-Employed,Sundarpuram,0,True,NPHH,True,Pucca,Good,True,False,True
CIT10373,41,Female,85257,Student,3.27,3,Secondary,False,Married,Employed,Chinnamanur,0,True,PHH,True,Kutcha,Good,True,False,True
CIT10374,19,Female,49881,Farmer,0.75,6,Primary,False,Married,Unemployed,Chinnamanur,3,True,NPHH,True,Kutcha,Good,True,False,True
CIT10375,49,Female,244708,Farmer,0.0,4,Primary,False,Married,Employed,Perur,1,True,AAY,True,Semi-Pucca,Good,False,False,False
CIT10376,41,Male,117051,Agricultural Laborer,0.0,5,Higher Secondary,False,Single,Self-Employed,Chinnamanur,2,True,PHH,False,Kutcha,Good,False,False,True
CIT10377,29,Male,33526,Agricultural Laborer,0.47,4,Secondary,False,Married,Employed,Keeranur,0,True,NPHH,True,Kutcha,Good,True,False,False
CIT10378,67,Male,76040,Farmer,3.13,4,Illiterate,False,Married,Seasonal,Chinnamanur,1,True,PHH,True,Kutcha,Good,True,True,False
CIT10379,52,Male,240496,Student,0.0,3,Primary,False,Single,Self-Employed,Perur,2,True,PHH,True,Semi-Pucca,Good,False,False,False
CIT10380,50,Male,38211,Farmer,1.15,3,Secondary,False,Single,Unemployed,Chinnamanur,0,True,None,True,Semi-Pucca,Chronic Illness,True,False,False
CIT10381,50,Female,27623,Farmer,1.72,3,Primary,False,Single,Unemployed,Keeranur,2,True,None,True,Kutcha,Good,True,False,True
CIT10382,78,Male,19190,Student,0.2,5,Higher Secondary,False,Married,Employed,Vadapalani,1,True,PHH,True,Kutcha,Good,True,True,True
CIT10383,68,Male,12156,Agricultural Laborer,0.69,5,Secondary,False,Married,Employed,Sundarpuram,1,False,AAY,False,Semi-Pucca,Good,True,True,True
CIT10384,60,Female,109632,Student,1.81,3,Secondary,False,Single,Seasonal,Keeranur,1,True,PHH,True,Semi-Pucca,Good,True,True,False
CIT10385,29,Male,12000,Small Business Owner,0.06,2,Secondary,False,Married,Seasonal,Perur,2,True,PHH,True,Kutcha,Minor Ailment,False,False,False
CIT10386,84,Female,65643,Retired,0.29,3,Primary,False,Married,Employed,Sundarpuram,0,True,PHH,True,Kutcha,Good,True,True,False
CIT10387,82,Female,36737,Small Business Owner,0.2,4,Primary,False,Widowed,Unemployed,Sundarpuram,0,True,AAY,True,Pucca,Good,True,True,True
CIT10388,50,Male,81364,Farmer,2.41,4,Primary,False,Married,Self-Employed,Perur,2,False,PHH,True,Pucca,Good,True,False,False
CIT10389,57,Female,57757,Agricultural Laborer,1.26,5,Secondary,False,Married,Self-Employed,Kovilpatti,2,True,NPHH,True,Pucca,Good,True,False,True
CIT10390,60,Female,35980,Farmer,0.0,8,Primary,False,Widowed,Employed,Chinnamanur,0,True,NPHH,True,Pucca,Good,False,True,False
CIT10391,61,Female,37197,Private Service,0.0,2,Higher Secondary,False,Married,Employed,Keeranur,1,True,NPHH,True,Kutcha,Good,False,True,True
CIT10392,46,Male,57364,Farmer,1.53,4,Primary,False,Married,Employed,Perur,1,True,PHH,False,Semi-Pucca,Good,True,False,False
CIT10393,30,Female,69592,Agricultural Laborer,0.0,3,Illiterate,False,Single,Self-Employed,Vadapalani,1,True,PHH,True,Semi-Pucca,Minor Ailment,False,False,False
CIT10394,29,Female,129875,Farmer,2.76,3,Illiterate,False,Married,Unemployed,Melur,0,True,PHH,True,Semi-Pucca,Good,True,False,True
CIT10395,63,Male,159021,Unemployed,0.0,2,Illiterate,False,Married,Unemployed,Perur,1,True,NPHH,True,Kutcha,Good,False,True,True
CIT10396,19,Male,39634,Farmer,1.53,2,Primary,False,Married,Seasonal,Chinnamanur,0,True,NPHH,True,Semi-Pucca,Minor Ailment,True,False,True
CIT10397,52,Male,61646,Retired,8.83,6,Illiterate,False,Single,Self-Employed,Chinnamanur,2,True,NPHH,True,Semi-Pucca,Chronic Illness,True,False,True
CIT10398,25,Female,116443,Farmer,0.01,3,Illiterate,False,Married,Seasonal,Sundarpuram,2,True,NPHH,True,Kutcha,Good,False,False,True
CIT10399,43,Male,38012,Farmer,0.0,4,Secondary,False,Married,Unemployed,Sundarpuram,1,True,PHH,True,Pucca,Good,False,False,False
CIT10400,51,Female,60237,Farmer,0.12,6,Secondary,False,Married,Employed,Perur,0,True,AAY,True,Kutcha,Chronic Illness,False,False,True
CIT10401,24,Female,16245,Unemployed,0.46,5,Illiterate,False,Married,Seasonal,Melur,0,True,NPHH,True,Kutcha,Good,False,False,False
CIT10402,75,Female,12442,Artisan,0.0,2,Secondary,False,Married,Unemployed,Perur,1,True,PHH,True,Kutcha,Good,False,True,True
CIT10403,46,Female,157730,Farmer,0.0,4,Secondary,False,Married,Employed,Melur,2,True,PHH,True,Kutcha,Chronic Illness,False,False,False
CIT10404,53,Female,125516,Farmer,0.22,3,Graduate,False,Widowed,Employed,Melur,1,True,AAY,True,Kutcha,Good,False,False,False
CIT10405,38,Female,60420,Student,2.19,5,Secondary,False,Single,Employed,Chinnamanur,1,True,AAY,True,Pucca,Good,True,False,True
CIT10406,53,Male,162292,Farmer,1.99,4,Primary,False,Single,Unemployed,Chinnamanur,1,True,PHH,True,Semi-Pucca,Good,True,False,True
CIT10407,27,Female,120854,Farmer,0.21,4,Secondary,False,Married,Seasonal,Chinnamanur,0,True,NPHH,True,Semi-Pucca,Good,True,False,True
CIT10408,41,Male,90684,Farmer,0.0,3,Secondary,False,Single,Seasonal,Vadapalani,0,True,PHH,True,Kutcha,Disabled,False,False,True
CIT10409,81,Male,308244,Farmer,0.0,5,Primary,False,Married,Seasonal,Chinnamanur,0,True,PHH,True,Semi-Pucca,Good,False,True,False
CIT10410,66,Female,33383,Farmer,1.31,2,Higher Secondary,False,Single,Employed,Keeranur,0,True,NPHH,True,Pucca,Disabled,True,True,False
CIT10411,53,Female,53825,Farmer,0.0,2,Primary,False,Married,Employed,Sundarpuram,1,True,NPHH,True,Semi-Pucca,Good,False,False,False
CIT10412,41,Male,258194,Agricultural Laborer,0.39,3,Graduate,False,Single,Employed,Sundarpuram,2,True,NPHH,True,Semi-Pucca,Good,False,False,False
CIT10413,40,Female,80288,Unemployed,0.0,2,Secondary,True,Married,Seasonal,Melur,2,True,PHH,True,Pucca,Good,False,False,False
CIT10414,79,Female,71563,Farmer,0.2,3,Secondary,False,Single,Employed,Sundarpuram,0,True,PHH,True,Pucca,Chronic Illness,True,True,False
CIT10415,54,Female,16994,Student,0.0,5,Secondary,False,Widowed,Self-Employed,Kovilpatti,0,True,PHH,True,Semi-Pucca,Disabled,False,False,False
CIT10416,29,Female,57274,Farmer,2.44,6,Secondary,False,Married,Self-Employed,Melur,0,True,PHH,True,Kutcha,Good,True,False,False
CIT10417,72,Female,23072,Student,0.0,3,Secondary,False,Single,Unemployed,Sundarpuram,0,False,PHH,True,Semi-Pucca,Good,False,True,True
CIT10418,30,Other,21883,Farmer,0.2,3,Higher Secondary,False,Married,Employed,Kovilpatti,1,True,PHH,False,Semi-Pucca,Good,True,False,True
CIT10419,40,Female,41117,Student,0.53,3,Secondary,False,Married,Seasonal,Vadapalani,1,True,PHH,True,Semi-Pucca,Chronic Illness,True,False,False
CIT10420,47,Female,181008,Farmer,0.0,3,Higher Secondary,False,Married,Seasonal,Sundarpuram,0,True,PHH,True,Pucca,Good,False,False,True
CIT10421,34,Female,49382,Artisan,0.0,1,Higher Secondary,True,Married,Employed,Kovilpatti,0,True,NPHH,True,Semi-Pucca,Good,False,False,True
CIT10422,79,Female,12000,Farmer,0.0,6,Graduate,False,Married,Unemployed,Perur,0,True,PHH,True,Pucca,Good,False,True,False
CIT10423,30,Male,12000,Agricultural Laborer,0.0,3,Secondary,False,Married,Seasonal,Keeranur,0,True,PHH,True,Kutcha,Good,False,False,True
CIT10424,76,Male,103998,Retired,3.41,3,Secondary,False,Married,Employed,Perur,2,True,NPHH,True,Kutcha,Good,True,True,False
CIT10425,36,Male,58372,Small Business Owner,0.0,1,Illiterate,False,Single,Unemployed,Kovilpatti,0,True,PHH,False,Kutcha,Good,False,False,True
CIT10426,66,Male,79380,Agricultural Laborer,1.2,5,Secondary,False,Married,Employed,Melur,1,True,NPHH,True,Pucca,Chronic Illness,True,True,False
CIT10427,29,Female,63027,Private Service,0.0,4,Primary,False,Married,Unemployed,Chinnamanur,1,True,PHH,True,Pucca,Good,False,False,False
CIT10428,78,Female,99280,Farmer,0.0,6,Primary,False,Married,Employed,Chinnamanur,2,False,PHH,True,Semi-Pucca,Good,False,True,True
CIT10429,36,Female,13631,Farmer,0.0,5,Primary,False,Single,Unemployed,Chinnamanur,2,True,PHH,True,Semi-Pucca,Good,False,False,False
CIT10430,26,Male,12000,Retired,0.0,3,Higher Secondary,False,Married,Employed,Melur,2,True,PHH,True,Semi-Pucca,Good,False,False,False
CIT10431,45,Female,42722,Farmer,0.0,3,Higher Secondary,False,Divorced,Unemployed,Sundarpuram,0,False,NPHH,True,Pucca,Chronic Illness,False,False,True
CIT10432,69,Female,112965,Artisan,0.62,4,Secondary,False,Married,Seasonal,Chinnamanur,1,True,AAY,True,Pucca,Good,False,True,True
CIT10433,33,Female,23632,Farmer,0.0,3,Secondary,False,Married,Self-Employed,Perur,2,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10434,29,Female,33230,Student,0.84,4,Secondary,False,Married,Self-Employed,Melur,0,True,PHH,False,Semi-Pucca,Good,True,False,False
CIT10435,42,Female,149900,Agricultural Laborer,0.0,1,Secondary,False,Married,Self-Employed,Melur,1,True,NPHH,True,Kutcha,Good,False,False,False
CIT10436,69,Male,12000,Retired,0.77,2,Primary,False,Married,Employed,Chinnamanur,2,True,PHH,True,Semi-Pucca,Good,True,True,True
CIT10437,70,Female,111790,Small Business Owner,0.0,4,Primary,False,Married,Employed,Perur,1,True,AAY,True,Semi-Pucca,Good,False,True,False
CIT10438,40,Male,12000,Farmer,0.0,4,Primary,False,Widowed,Seasonal,Vadapalani,0,True,PHH,True,Kutcha,Good,False,False,True
CIT10439,33,Male,12000,Small Business Owner,2.9,5,Secondary,False,Married,Employed,Melur,0,True,None,True,Pucca,Chronic Illness,True,False,False
CIT10440,74,Female,77077,Farmer,0.0,2,Secondary,False,Single,Employed,Chinnamanur,1,True,PHH,True,Semi-Pucca,Good,False,True,True
CIT10441,56,Male,30890,Unemployed,0.61,4,Secondary,False,Single,Self-Employed,Keeranur,0,True,PHH,True,Pucca,Good,True,False,False
CIT10442,70,Female,23819,Artisan,3.04,2,Graduate,False,Married,Employed,Kovilpatti,1,True,AAY,True,Kutcha,Chronic Illness,True,True,True
CIT10443,59,Male,125736,Agricultural Laborer,0.0,2,Illiterate,False,Married,Employed,Sundarpuram,2,True,NPHH,True,Semi-Pucca,Good,False,False,False
CIT10444,75,Female,54839,Unemployed,0.0,3,Primary,False,Married,Seasonal,Melur,0,True,PHH,True,Semi-Pucca,Good,False,True,False
CIT10445,56,Male,38205,Farmer,0.0,2,Primary,False,Widowed,Seasonal,Keeranur,2,True,NPHH,True,Kutcha,Good,False,False,False
CIT10446,31,Female,130740,Agricultural Laborer,0.0,3,Illiterate,True,Single,Unemployed,Keeranur,1,True,NPHH,True,Semi-Pucca,Good,False,False,True
CIT10447,22,Female,73557,Agricultural Laborer,6.65,3,Primary,False,Married,Seasonal,Melur,0,False,PHH,True,Kutcha,Good,True,False,False
CIT10448,52,Male,35443,Small Business Owner,0.0,3,Primary,False,Married,Self-Employed,Vadapalani,2,True,NPHH,True,Kutcha,Good,False,False,True
CIT10449,35,Female,40688,Farmer,0.0,2,Secondary,False,Married,Self-Employed,Kovilpatti,2,True,PHH,True,Kutcha,Chronic Illness,False,False,False
CIT10450,26,Other,19268,Unemployed,0.0,2,Primary,False,Married,Employed,Sundarpuram,1,True,AAY,True,Kutcha,Good,False,False,False
CIT10451,75,Male,37482,Farmer,1.57,2,Secondary,False,Single,Employed,Melur,2,True,None,True,Semi-Pucca,Good,True,True,False
CIT10452,34,Male,12000,Student,0.16,2,Secondary,False,Married,Self-Employed,Sundarpuram,2,True,PHH,True,Kutcha,Good,False,False,False
CIT10453,24,Male,57919,Farmer,0.0,4,Illiterate,False,Single,Seasonal,Perur,2,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10454,63,Female,120560,Unemployed,0.0,3,Higher Secondary,False,Widowed,Self-Employed,Keeranur,1,True,PHH,True,Pucca,Good,False,True,False
CIT10455,30,Female,29140,Farmer,2.06,3,Illiterate,False,Widowed,Employed,Keeranur,2,True,PHH,True,Semi-Pucca,Good,True,False,False
CIT10456,57,Female,12821,Agricultural Laborer,0.13,3,Higher Secondary,False,Married,Employed,Melur,4,True,AAY,True,Pucca,Good,False,False,False
CIT10457,59,Male,223255,Farmer,0.0,4,Graduate,False,Married,Self-Employed,Melur,2,True,PHH,True,Semi-Pucca,Chronic Illness,False,False,False
CIT10458,26,Male,37062,Student,0.2,6,Primary,True,Married,Employed,Perur,0,True,PHH,True,Semi-Pucca,Good,True,False,False
CIT10459,67,Female,250577,Farmer,0.0,5,Graduate,False,Married,Unemployed,Vadapalani,1,True,AAY,True,Kutcha,Chronic Illness,False,True,True
CIT10460,44,Male,12000,Student,0.0,4,Higher Secondary,False,Married,Employed,Melur,1,False,AAY,True,Pucca,Disabled,False,False,False
CIT10461,83,Male,20139,Farmer,0.0,4,Graduate,False,Married,Employed,Keeranur,0,True,PHH,True,Pucca,Good,False,True,False
CIT10462,22,Female,237418,Unemployed,0.0,4,Secondary,False,Married,Self-Employed,Sundarpuram,3,True,NPHH,False,Kutcha,Chronic Illness,False,False,False
CIT10463,46,Female,28257,Farmer,0.0,4,Primary,True,Single,Self-Employed,Kovilpatti,0,True,NPHH,True,Kutcha,Chronic Illness,False,False,True
CIT10464,54,Female,213365,Farmer,0.0,3,Higher Secondary,False,Married,Employed,Chinnamanur,0,False,None,True,Kutcha,Good,False,False,True
CIT10465,55,Female,96782,Agricultural Laborer,0.18,3,Illiterate,False,Single,Employed,Sundarpuram,3,False,NPHH,True,Semi-Pucca,Minor Ailment,False,False,True
CIT10466,25,Female,77994,Farmer,0.0,3,Primary,False,Married,Self-Employed,Vadapalani,1,False,NPHH,True,Semi-Pucca,Good,False,False,False
CIT10467,82,Female,98186,Farmer,0.0,6,Primary,False,Single,Employed,Kovilpatti,0,True,PHH,True,Semi-Pucca,Good,False,True,False
CIT10468,34,Female,72703,Private Service,0.0,4,Primary,False,Married,Unemployed,Sundarpuram,1,True,PHH,True,Kutcha,Chronic Illness,False,False,True
CIT10469,62,Male,68405,Retired,9.0,4,Secondary,True,Married,Seasonal,Sundarpuram,1,True,NPHH,True,Pucca,Good,True,True,False
CIT10470,21,Male,21862,Student,0.07,3,Secondary,False,Divorced,Employed,Perur,0,True,AAY,True,Kutcha,Good,False,False,False
CIT10471,53,Female,33312,Farmer,0.0,3,Graduate,False,Married,Seasonal,Chinnamanur,4,True,AAY,True,Kutcha,Good,False,False,False
CIT10472,48,Female,14595,Farmer,0.22,2,Illiterate,False,Married,Employed,Vadapalani,1,True,None,True,Semi-Pucca,Chronic Illness,False,False,True
CIT10473,36,Male,55782,Small Business Owner,0.0,2,Graduate,False,Single,Unemployed,Keeranur,1,True,PHH,True,Kutcha,Chronic Illness,False,False,False
CIT10474,78,Male,12000,Farmer,0.0,5,Graduate,False,Widowed,Employed,Perur,1,True,NPHH,True,Kutcha,Good,False,True,True
CIT10475,71,Male,174572,Private Service,0.0,4,Illiterate,False,Married,Seasonal,Kovilpatti,1,True,AAY,True,Kutcha,Minor Ailment,False,True,False
CIT10476,56,Male,85598,Farmer,7.15,3,Primary,True,Single,Employed,Chinnamanur,0,True,NPHH,True,Semi-Pucca,Good,True,False,True
CIT10477,36,Female,43990,Retired,0.82,5,Higher Secondary,False,Widowed,Employed,Keeranur,0,True,PHH,True,Pucca,Good,True,False,False
CIT10478,56,Male,88109,Agricultural Laborer,5.47,3,Secondary,False,Married,Seasonal,Perur,1,True,PHH,True,Pucca,Good,True,False,False
CIT10479,84,Female,12000,Unemployed,0.0,7,Higher Secondary,False,Divorced,Unemployed,Chinnamanur,2,True,AAY,True,Semi-Pucca,Chronic Illness,False,True,True
CIT10480,62,Female,37158,Farmer,0.31,3,Secondary,False,Widowed,Unemployed,Vadapalani,0,True,PHH,True,Kutcha,Good,False,True,True
CIT10481,30,Female,12000,Artisan,0.0,3,Secondary,False,Widowed,Employed,Melur,1,True,AAY,True,Semi-Pucca,Good,False,False,False
CIT10482,75,Female,61042,Farmer,0.0,3,Illiterate,False,Single,Self-Employed,Melur,2,True,PHH,True,Semi-Pucca,Chronic Illness,False,True,False
CIT10483,37,Male,39683,Student,0.0,2,Secondary,False,Single,Employed,Kovilpatti,0,True,NPHH,True,Kutcha,Minor Ailment,False,False,False
CIT10484,78,Female,36251,Unemployed,5.7,2,Illiterate,False,Married,Employed,Melur,0,True,NPHH,True,Kutcha,Good,True,True,True
CIT10485,56,Male,213171,Farmer,0.0,4,Secondary,False,Married,Unemployed,Perur,0,True,NPHH,True,Kutcha,Good,False,False,True
CIT10486,18,Male,112496,Agricultural Laborer,1.18,6,Higher Secondary,False,Married,Employed,Kovilpatti,1,False,PHH,True,Pucca,Minor Ailment,True,False,True
CIT10487,20,Female,59208,Agricultural Laborer,1.91,5,Secondary,False,Married,Seasonal,Keeranur,0,True,AAY,True,Kutcha,Disabled,True,False,True
CIT10488,79,Male,42924,Farmer,0.0,2,Graduate,False,Married,Seasonal,Vadapalani,1,True,NPHH,True,Pucca,Good,False,True,False
CIT10489,80,Male,60729,Agricultural Laborer,0.0,4,Secondary,False,Married,Self-Employed,Kovilpatti,1,True,PHH,True,Kutcha,Chronic Illness,False,True,True
CIT10490,42,Female,12000,Farmer,1.98,2,Secondary,False,Single,Self-Employed,Keeranur,1,True,NPHH,True,Kutcha,Chronic Illness,True,False,True
CIT10491,73,Male,17034,Agricultural Laborer,0.0,1,Secondary,False,Married,Self-Employed,Kovilpatti,0,True,PHH,True,Semi-Pucca,Minor Ailment,False,True,True
CIT10492,50,Female,190640,Student,0.0,4,Graduate,False,Married,Employed,Sundarpuram,1,True,PHH,True,Semi-Pucca,Chronic Illness,False,False,True
CIT10493,55,Male,12000,Small Business Owner,0.0,4,Secondary,False,Married,Self-Employed,Sundarpuram,2,True,PHH,True,Kutcha,Good,False,False,False
CIT10494,23,Female,32362,Farmer,2.03,2,Illiterate,False,Single,Employed,Kovilpatti,3,False,AAY,True,Kutcha,Good,True,False,False
CIT10495,75,Female,90225,Artisan,0.13,1,Graduate,False,Married,Employed,Chinnamanur,2,False,PHH,True,Kutcha,Good,False,True,True
CIT10496,61,Female,113978,Artisan,0.0,8,Secondary,False,Married,Self-Employed,Melur,1,True,NPHH,True,Kutcha,Good,False,True,True
CIT10497,62,Female,12000,Agricultural Laborer,0.0,1,Illiterate,False,Married,Unemployed,Sundarpuram,1,True,PHH,True,Kutcha,Chronic Illness,False,True,True
CIT10498,49,Male,94082,Agricultural Laborer,0.4,3,Secondary,False,Single,Seasonal,Chinnamanur,0,False,PHH,True,Pucca,Minor Ailment,True,False,False
CIT10499,62,Female,12000,Agricultural Laborer,0.37,4,Higher Secondary,False,Married,Employed,Chinnamanur,0,True,None,True,Semi-Pucca,Good,True,True,False
CIT10500,78,Male,19725,Student,3.85,2,Secondary,False,Married,Self-Employed,Vadapalani,0,True,NPHH,True,Semi-Pucca,Good,True,True,True
